owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,repo_age_days,days_since_last_update,has_readme,has_docker,has_cicd,has_tests
AryanSharma9917,kubepilot,AryanSharma9917/kubepilot,https://github.com/AryanSharma9917/kubepilot,Python,15,0,0,262,1,0,31,0,1,1,1,1
tinygrad,tinygrad,tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,Python,33323,4229,189,119086,0,1,2103,0,1,0,1,1
kalil0321,ats-scrapers,kalil0321/ats-scrapers,https://github.com/kalil0321/ats-scrapers,Python,102,21,57,27301,1,0,268,0,1,0,1,1
MannLabs,alphapepttools,MannLabs/alphapepttools,https://github.com/MannLabs/alphapepttools,Python,25,3,29,85096,0,1,590,0,1,0,1,1
mfbpn,tg_mfbpn_subs,mfbpn/tg_mfbpn_subs,https://github.com/mfbpn/tg_mfbpn_subs,Python,11,0,0,78290,1,0,956,0,1,0,1,0
Samsung,TICO,Samsung/TICO,https://github.com/Samsung/TICO,Python,16,33,93,4169,1,0,483,0,1,0,1,1
robotframework,robotframework,robotframework/robotframework,https://github.com/robotframework/robotframework,Python,11772,2553,299,158367,0,1,4409,0,1,0,1,0
jonashertner,caselaw-repo-1,jonashertner/caselaw-repo-1,https://github.com/jonashertner/caselaw-repo-1,Python,51,13,0,19043,1,1,164,0,1,0,1,1
statsmodels,statsmodels,statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,Python,11527,3541,2973,63818,1,0,5519,0,1,0,1,0
spacetelescope,jdaviz,spacetelescope/jdaviz,https://github.com/spacetelescope/jdaviz,Python,176,94,353,212693,1,0,2633,0,1,0,1,1
Flagsmith,flagsmith,Flagsmith/flagsmith,https://github.com/Flagsmith/flagsmith,Python,6459,552,654,370696,0,0,2970,0,1,1,1,0
awslabs,mcp,awslabs/mcp,https://github.com/awslabs/mcp,Python,9490,1657,306,96994,0,1,489,0,1,0,1,0
marketcalls,openalgo,marketcalls/openalgo,https://github.com/marketcalls/openalgo,Python,2303,1094,234,143678,0,0,885,0,1,1,1,1
RapidataAI,rapidata-python-sdk,RapidataAI/rapidata-python-sdk,https://github.com/RapidataAI/rapidata-python-sdk,Python,16,0,1,59769,1,1,723,0,1,0,1,1
Ascend,pytorch,Ascend/pytorch,https://github.com/Ascend/pytorch,Python,552,83,113,96848,1,0,1787,0,1,0,1,1
hyeonsangjeon,AIsketcher,hyeonsangjeon/AIsketcher,https://github.com/hyeonsangjeon/AIsketcher,Python,15,0,0,23379,1,1,1161,0,1,0,1,1
NiiV3AU,YMU,NiiV3AU/YMU,https://github.com/NiiV3AU/YMU,Python,12,5,0,1155,0,0,782,0,1,0,1,0
openclaw,docs,openclaw/docs,https://github.com/openclaw/docs,Python,76,46,3,439262,0,1,109,0,1,0,1,0
LibraryOfCongress,concordia,LibraryOfCongress/concordia,https://github.com/LibraryOfCongress/concordia,Python,176,32,14,62599,1,0,2985,0,1,1,1,1
ROCm,ATOM,ROCm/ATOM,https://github.com/ROCm/ATOM,Python,142,101,227,63207,1,1,258,0,1,0,1,1
alibaizhanov,mengram,alibaizhanov/mengram,https://github.com/alibaizhanov/mengram,Python,183,27,18,3422,1,0,162,0,1,1,0,1
PRITHIVSAKTHIUR,Qwen-Image-Edit-2511-LoRAs-Fast-Lazy-Load,PRITHIVSAKTHIUR/Qwen-Image-Edit-2511-LoRAs-Fast-Lazy-Load,https://github.com/PRITHIVSAKTHIUR/Qwen-Image-Edit-2511-LoRAs-Fast-Lazy-Load,Python,92,31,0,9027,1,0,203,0,1,0,0,0
tmd-industries,tmd,tmd-industries/tmd,https://github.com/tmd-industries/tmd,Python,32,5,2,5374,0,0,308,0,1,1,1,1
Averyy,pcbparts-mcp,Averyy/pcbparts-mcp,https://github.com/Averyy/pcbparts-mcp,Python,82,9,0,3899208,1,0,180,0,1,1,1,1
wxynora,Lean_In,wxynora/Lean_In,https://github.com/wxynora/Lean_In,Python,21,2,0,946,1,0,3,0,1,0,1,1
joycastle,loom,joycastle/loom,https://github.com/joycastle/loom,Python,12,0,0,3349,0,0,19,0,1,0,0,1
kody-w,rappterbook,kody-w/rappterbook,https://github.com/kody-w/rappterbook,Python,12,2,59,2970039,1,1,160,0,1,0,1,1
KAEgondokRi9,Exodus-Fake-Balance,KAEgondokRi9/Exodus-Fake-Balance,https://github.com/KAEgondokRi9/Exodus-Fake-Balance,Python,46,5,1,11025,0,0,9,0,1,0,0,0
tobymao,sqlglot,tobymao/sqlglot,https://github.com/tobymao/sqlglot,Python,9453,1216,2,49275,1,1,1958,0,1,0,1,1
EndoTheDev,OMeter,EndoTheDev/OMeter,https://github.com/EndoTheDev/OMeter,Python,18,2,1,3039,0,1,89,0,1,0,1,1
paperless-ngx,paperless-ngx,paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,Python,43380,2930,14,192477,1,1,1621,0,1,1,1,0
gadievron,raptor,gadievron/raptor,https://github.com/gadievron/raptor,Python,3372,542,19,34218,1,0,279,0,1,0,1,1
wanghz,Honeybee,wanghz/Honeybee,https://github.com/wanghz/Honeybee,Python,13,3,0,39533457,1,0,875,0,1,0,1,0
freedomofpress,pressfreedomtracker.us,freedomofpress/pressfreedomtracker.us,https://github.com/freedomofpress/pressfreedomtracker.us,Python,31,8,116,29547,0,0,3394,0,1,1,1,1
Goodgulf-PL,UndeadPeopleTileset_Unpacked_New_Version,Goodgulf-PL/UndeadPeopleTileset_Unpacked_New_Version,https://github.com/Goodgulf-PL/UndeadPeopleTileset_Unpacked_New_Version,Python,18,0,1,92645,1,0,1460,0,1,0,1,0
itsbryanman,bookbot,itsbryanman/bookbot,https://github.com/itsbryanman/bookbot,Python,35,0,0,6586,1,0,297,0,1,1,1,1
Leo-Leejianzhao,RSS,Leo-Leejianzhao/RSS,https://github.com/Leo-Leejianzhao/RSS,Python,17,4,0,142210,1,0,1831,0,1,0,1,0
moguiyu,NewsPrism,moguiyu/NewsPrism,https://github.com/moguiyu/NewsPrism,Python,15,0,0,6808,0,0,107,0,1,1,1,1
openstack,ossa,openstack/ossa,https://github.com/openstack/ossa,Python,27,3,0,738,0,0,4269,0,1,0,0,1
Epodonios,v2ray-configs,Epodonios/v2ray-configs,https://github.com/Epodonios/v2ray-configs,Python,3162,434,31,25250117,1,0,894,0,1,0,1,0
HKUDS,nanobot,HKUDS/nanobot,https://github.com/HKUDS/nanobot,Python,46127,8153,853,52133,0,0,172,0,1,1,1,1
ImperialCollegeLondon,pyrealm,ImperialCollegeLondon/pyrealm,https://github.com/ImperialCollegeLondon/pyrealm,Python,36,10,64,166088,1,0,2059,0,1,0,1,1
JF9SOM,FBSAT59,JF9SOM/FBSAT59,https://github.com/JF9SOM/FBSAT59,Python,12,1,5,6039,1,0,74,0,1,0,1,1
tllovesxs,wandao,tllovesxs/wandao,https://github.com/tllovesxs/wandao,Python,581,58,17,19985,1,0,31,0,1,0,1,1
bdfinst,agentic-dev-team,bdfinst/agentic-dev-team,https://github.com/bdfinst/agentic-dev-team,Python,253,30,11,11205,1,1,142,0,1,0,1,1
pytorch,pytorch,pytorch/pytorch,https://github.com/pytorch/pytorch,Python,101881,28468,18248,1472860,1,0,3631,0,1,1,1,1
hesorchen,muselab,hesorchen/muselab,https://github.com/hesorchen/muselab,Python,47,6,4,11091,0,1,67,0,1,1,1,1
perryvegehan,padho_with_pratyush_Ai_Enginner,perryvegehan/padho_with_pratyush_Ai_Enginner,https://github.com/perryvegehan/padho_with_pratyush_Ai_Enginner,Python,32,18,2,454,1,0,17,0,0,0,0,0
lopushok9,Agent-Layer,lopushok9/Agent-Layer,https://github.com/lopushok9/Agent-Layer,Python,22,3,12,5073,1,0,170,0,1,0,1,0
Orbiter,project-euler-llm-benchmark,Orbiter/project-euler-llm-benchmark,https://github.com/Orbiter/project-euler-llm-benchmark,Python,15,3,0,3372,0,0,577,0,1,0,0,1
jdeanwallace,jinjabread,jdeanwallace/jinjabread,https://github.com/jdeanwallace/jinjabread,Python,96,1,1,411,1,0,857,0,1,0,1,1
IArchi,py-photobooth-simple,IArchi/py-photobooth-simple,https://github.com/IArchi/py-photobooth-simple,Python,16,4,0,357514,0,0,788,0,1,0,0,1
Luminara-Hub,namada-ecosystem,Luminara-Hub/namada-ecosystem,https://github.com/Luminara-Hub/namada-ecosystem,Python,20,65,14,1017461,1,0,673,0,1,0,1,0
BindsNET,bindsnet,BindsNET/bindsnet,https://github.com/BindsNET/bindsnet,Python,1687,346,14,65836,1,0,3085,0,1,1,1,1
GSA,site-scanning-analysis,GSA/site-scanning-analysis,https://github.com/GSA/site-scanning-analysis,Python,14,7,3,3179439,0,0,1373,0,1,0,1,1
Astro-Han,karpathy-llm-wiki,Astro-Han/karpathy-llm-wiki,https://github.com/Astro-Han/karpathy-llm-wiki,Python,1605,185,1,305,1,0,109,0,1,0,0,1
byllyfish,shellous,byllyfish/shellous,https://github.com/byllyfish/shellous,Python,24,2,1,4659,1,1,1808,0,1,0,1,1
Opentrons,opentrons,Opentrons/opentrons,https://github.com/Opentrons/opentrons,Python,512,208,226,1166850,0,0,4034,0,1,1,1,0
frappe,press,frappe/press,https://github.com/frappe/press,Python,541,394,746,75294,1,1,2418,0,1,0,1,0
GhengS,PandaClick,GhengS/PandaClick,https://github.com/GhengS/PandaClick,Python,41,2,0,148,1,0,147,0,1,0,1,1
LuteOrg,lute-v3,LuteOrg/lute-v3,https://github.com/LuteOrg/lute-v3,Python,1510,156,210,3681,1,0,1048,0,1,0,1,1
HHS,simpler-grants-gov,HHS/simpler-grants-gov,https://github.com/HHS/simpler-grants-gov,Python,182,97,1616,462746,1,1,1262,0,1,1,1,0
PrefectHQ,prefect,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Python,23465,2419,829,230259,0,0,2945,0,1,1,1,1
rocketride-org,rocketride-server,rocketride-org/rocketride-server,https://github.com/rocketride-org/rocketride-server,Python,5399,1835,241,140234,1,1,161,0,1,0,1,1
f-droid,fdroiddata,f-droid/fdroiddata,https://github.com/f-droid/fdroiddata,Python,333,108,0,313879,0,0,4382,0,1,0,1,0
yihong1120,Construction-Hazard-Detection,yihong1120/Construction-Hazard-Detection,https://github.com/yihong1120/Construction-Hazard-Detection,Python,342,44,2,156924,1,0,933,0,1,1,1,1
ThalesGroup,fred,ThalesGroup/fred,https://github.com/ThalesGroup/fred,Python,58,29,72,56007,0,0,434,0,1,0,1,0
ycdxsb,PocOrExp_in_Github,ycdxsb/PocOrExp_in_Github,https://github.com/ycdxsb/PocOrExp_in_Github,Python,1182,236,0,1148396,1,0,1927,0,1,0,0,0
unshackle-dl,unshackle,unshackle-dl/unshackle,https://github.com/unshackle-dl/unshackle,Python,366,89,6,5698,0,1,370,0,1,0,1,1
mdomke,schwifty,mdomke/schwifty,https://github.com/mdomke/schwifty,Python,256,95,20,3156,1,0,3793,0,1,0,1,1
danzhewuju,PAM-OS,danzhewuju/PAM-OS,https://github.com/danzhewuju/PAM-OS,Python,11,0,0,3868,1,0,66,0,1,1,1,1
openforcefield,descent,openforcefield/descent,https://github.com/openforcefield/descent,Python,12,6,2,2144,1,1,1883,0,1,0,1,0
bojieli,ai-agent-book,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,Python,18041,1767,5,293267,1,1,317,0,1,0,1,0
opengeos,geoai,opengeos/geoai,https://github.com/opengeos/geoai,Python,3198,457,6,6065,0,1,1076,0,1,1,1,1
DenOfEquity,ersatzForge,DenOfEquity/ersatzForge,https://github.com/DenOfEquity/ersatzForge,Python,38,1,0,33208,0,0,458,0,1,0,0,0
arn-c0de,Crawllama,arn-c0de/Crawllama,https://github.com/arn-c0de/Crawllama,Python,87,5,9,2484,1,0,274,0,1,0,1,1
TheBeachLab,selfhosted,TheBeachLab/selfhosted,https://github.com/TheBeachLab/selfhosted,Python,22,0,0,2249,1,0,2158,0,1,0,0,0
Kaoruha,GinkGO,Kaoruha/GinkGO,https://github.com/Kaoruha/GinkGO,Python,17,6,101,66503,1,0,2366,0,1,1,1,1
LindseyB,dummy,LindseyB/dummy,https://github.com/LindseyB/dummy,Python,67,14,1,71773,0,0,2324,0,1,0,1,0
GitGuardian,ggmcp,GitGuardian/ggmcp,https://github.com/GitGuardian/ggmcp,Python,37,13,12,2352,0,0,435,0,1,1,1,1
scrapy,scrapy,scrapy/scrapy,https://github.com/scrapy/scrapy,Python,63336,11808,578,31304,1,0,5995,0,1,0,1,1
google-deepmind,qtqp,google-deepmind/qtqp,https://github.com/google-deepmind/qtqp,Python,34,5,2,475,0,0,273,0,1,0,1,1
psychopy,psychopy,psychopy/psychopy,https://github.com/psychopy/psychopy,Python,2049,978,187,305494,0,0,5803,0,1,0,1,1
emulebb,emulebb-build,emulebb/emulebb-build,https://github.com/emulebb/emulebb-build,Python,14,4,4,1823,0,0,1511,0,1,0,1,1
apache,superset,apache/superset,https://github.com/apache/superset,Python,73941,17929,592,1060340,1,1,4019,0,1,1,1,1
RVC-Project,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Python,36614,5145,552,15365,1,0,1214,0,1,0,0,0
silnrsi,font-lateef,silnrsi/font-lateef,https://github.com/silnrsi/font-lateef,Python,15,5,0,56973,1,0,3773,0,1,0,0,1
TheHaloArchive,ekur,TheHaloArchive/ekur,https://github.com/TheHaloArchive/ekur,Python,29,0,1,5071,0,1,544,0,1,0,1,0
antoinecellerier,speaker-tuning-to-easyeffects,antoinecellerier/speaker-tuning-to-easyeffects,https://github.com/antoinecellerier/speaker-tuning-to-easyeffects,Python,53,7,10,2782,1,0,145,0,1,0,1,1
BI4PYM,AutoTLE,BI4PYM/AutoTLE,https://github.com/BI4PYM/AutoTLE,Python,31,8,0,2160,1,0,1837,0,1,0,0,0
python,cpython,python/cpython,https://github.com/python/cpython,Python,73868,34975,9466,853412,0,0,3449,0,1,0,1,0
521xueweihan,GitHub520,521xueweihan/GitHub520,https://github.com/521xueweihan/GitHub520,Python,29160,2728,14,16555,1,0,2262,0,1,0,1,0
skynetcmd,m3-memory,skynetcmd/m3-memory,https://github.com/skynetcmd/m3-memory,Python,15,3,0,15095,1,0,147,0,1,0,1,1
microprediction,skaters,microprediction/skaters,https://github.com/microprediction/skaters,Python,56,2,29,58339,1,1,123,0,1,0,1,1
jgravelle,jcodemunch-mcp,jgravelle/jcodemunch-mcp,https://github.com/jgravelle/jcodemunch-mcp,Python,2047,303,1,13527,1,1,164,0,1,1,1,1
ScottSloan,Bili23-Downloader,ScottSloan/Bili23-Downloader,https://github.com/ScottSloan/Bili23-Downloader,Python,5903,414,8,20425,1,1,1601,0,1,0,1,0
OppaAI,Aiko-chan,OppaAI/Aiko-chan,https://github.com/OppaAI/Aiko-chan,Python,15,2,0,175957,1,0,56,0,1,0,0,1
jeffstric,ZJT,jeffstric/ZJT,https://github.com/jeffstric/ZJT,Python,178,44,204,25070,1,0,141,0,1,0,1,1
OHF-Voice,intents,OHF-Voice/intents,https://github.com/OHF-Voice/intents,Python,611,636,116,13883,0,1,1321,0,1,0,1,1
langchain-ai,deepagents,langchain-ai/deepagents,https://github.com/langchain-ai/deepagents,Python,26728,3741,179,208449,0,0,360,0,1,0,1,0
timqian,chinese-independent-blogs,timqian/chinese-independent-blogs,https://github.com/timqian/chinese-independent-blogs,Python,23624,2678,22,10150,1,0,2466,0,1,0,1,0
cds-snc,notification-api,cds-snc/notification-api,https://github.com/cds-snc/notification-api,Python,59,19,38,36956,1,0,2578,0,1,0,1,1
NazmusSayad,Git-Stats,NazmusSayad/Git-Stats,https://github.com/NazmusSayad/Git-Stats,Python,35,2,0,137687,1,0,1414,0,1,0,1,1
pychess,pychess,pychess/pychess,https://github.com/pychess/pychess,Python,805,217,103,40432,1,0,4188,0,1,0,1,0
mmb-irb,MDDB-workflow,mmb-irb/MDDB-workflow,https://github.com/mmb-irb/MDDB-workflow,Python,12,2,11,14265,1,1,664,0,1,0,1,1
strands-labs,robots,strands-labs/robots,https://github.com/strands-labs/robots,Python,104,28,44,30456,0,1,153,0,1,0,1,1
feast-dev,feast,feast-dev/feast,https://github.com/feast-dev/feast,Python,7160,1375,383,290787,0,1,2782,0,1,0,1,0
rhyan10,X-MACE,rhyan10/X-MACE,https://github.com/rhyan10/X-MACE,Python,22,7,2,136630,0,0,531,0,1,0,1,1
gil9red,SimplePyScripts,gil9red/SimplePyScripts,https://github.com/gil9red/SimplePyScripts,Python,153,42,1,108214,0,0,4369,0,1,0,0,0
ingadhoc,odoo-argentina-ee,ingadhoc/odoo-argentina-ee,https://github.com/ingadhoc/odoo-argentina-ee,Python,39,86,54,12602,1,0,2255,0,1,0,1,0
koxudaxi,datamodel-code-generator,koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,Python,3974,449,21,15831,1,0,2612,0,1,1,1,1
tokenfuzz,tokenfuzz,tokenfuzz/tokenfuzz,https://github.com/tokenfuzz/tokenfuzz,Python,17,1,0,7304,0,1,63,0,1,0,1,1
omnigent-ai,omnigent,omnigent-ai/omnigent,https://github.com/omnigent-ai/omnigent,Python,7666,1098,676,83038,1,0,42,0,1,0,1,1
shaman007,home-k3s,shaman007/home-k3s,https://github.com/shaman007/home-k3s,Python,25,1,3,4036,1,0,985,0,1,0,1,1
mkb79,Audible,mkb79/Audible,https://github.com/mkb79/Audible,Python,408,39,4,3041,0,0,2592,0,1,0,1,1
MohammadBahemmat,V2ray-Collector,MohammadBahemmat/V2ray-Collector,https://github.com/MohammadBahemmat/V2ray-Collector,Python,64,65,0,24367553,0,0,85,0,1,0,1,0
Olshansk,rss-feeds,Olshansk/rss-feeds,https://github.com/Olshansk/rss-feeds,Python,649,68,26,26608,0,0,564,0,1,0,1,0
rommapp,romm,rommapp/romm,https://github.com/rommapp/romm,Python,11200,597,133,423110,0,1,1232,0,1,1,1,0
ViciousSquid,Fio,ViciousSquid/Fio,https://github.com/ViciousSquid/Fio,Python,128,9,0,61675,1,0,384,0,1,1,1,0
SentinelOps-CI,provability-fabric,SentinelOps-CI/provability-fabric,https://github.com/SentinelOps-CI/provability-fabric,Python,12,2,16,199393,1,0,359,0,1,1,1,1
pytorch,executorch,pytorch/executorch,https://github.com/pytorch/executorch,Python,4824,1085,1405,358764,1,1,1608,0,1,0,1,1
getsentry,arroyo,getsentry/arroyo,https://github.com/getsentry/arroyo,Python,62,6,32,1788,1,1,1867,0,1,0,1,1
langflow-ai,langflow,langflow-ai/langflow,https://github.com/langflow-ai/langflow,Python,152268,9635,980,1438570,1,1,1260,0,1,0,1,0
yuanxiawan,cfipv4db,yuanxiawan/cfipv4db,https://github.com/yuanxiawan/cfipv4db,Python,24,14,1,38087,1,0,661,0,1,0,1,0
ourresearch,openalex-elastic-api,ourresearch/openalex-elastic-api,https://github.com/ourresearch/openalex-elastic-api,Python,43,11,1,48464,1,0,1687,0,1,0,1,1
CitrineInformatics,citrine-python,CitrineInformatics/citrine-python,https://github.com/CitrineInformatics/citrine-python,Python,22,7,2,26273,0,1,2509,0,1,0,1,1
xingpingcn,enhanced-FaaS-in-China,xingpingcn/enhanced-FaaS-in-China,https://github.com/xingpingcn/enhanced-FaaS-in-China,Python,3044,177,1,27704,0,0,868,0,1,1,0,0
krau,kmua-bot,krau/kmua-bot,https://github.com/krau/kmua-bot,Python,232,29,4,73147,1,1,1328,0,1,1,1,0
ethereum,pm,ethereum/pm,https://github.com/ethereum/pm,Python,1882,481,10,52493,1,0,3582,0,1,0,1,0
fuyuxiang,echo-agent,fuyuxiang/echo-agent,https://github.com/fuyuxiang/echo-agent,Python,732,21,2,7485,1,0,130,0,1,0,1,1
evangit2,guanaco,evangit2/guanaco,https://github.com/evangit2/guanaco,Python,13,1,1,1515,1,0,104,0,1,0,1,1
meltano,meltano,meltano/meltano,https://github.com/meltano/meltano,Python,2567,258,155,158399,0,0,1857,0,1,0,1,1
n-IA-hane,esphome-intercom,n-IA-hane/esphome-intercom,https://github.com/n-IA-hane/esphome-intercom,Python,185,21,6,107673,1,0,185,0,1,0,1,1
vertelab,odoo-ai,vertelab/odoo-ai,https://github.com/vertelab/odoo-ai,Python,26,18,1,97507,1,0,937,0,1,0,0,0
EverMind-AI,Raven,EverMind-AI/Raven,https://github.com/EverMind-AI/Raven,Python,2567,45,51,13130,0,0,63,0,1,0,1,1
huggingface,trl,huggingface/trl,https://github.com/huggingface/trl,Python,18913,2860,287,24870,1,0,2309,0,1,0,1,1
huggingface,huggingface_hub,huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Python,3762,1110,193,46011,0,0,2039,0,1,0,1,1
megumiss,NIKKEAutoScript,megumiss/NIKKEAutoScript,https://github.com/megumiss/NIKKEAutoScript,Python,481,20,14,330883,1,0,436,0,1,1,1,0
ProfLeao,pyglenn,ProfLeao/pyglenn,https://github.com/ProfLeao/pyglenn,Python,17,1,0,3297,1,1,248,0,1,0,1,1
faccts,opi,faccts/opi,https://github.com/faccts/opi,Python,181,33,33,14648,0,0,402,0,1,0,1,1
samsarahq,samsara-python,samsarahq/samsara-python,https://github.com/samsarahq/samsara-python,Python,26,11,3,11784,0,0,3624,0,1,0,1,1
Qualcomm-AI-research,fastforward,Qualcomm-AI-research/fastforward,https://github.com/Qualcomm-AI-research/fastforward,Python,52,0,1,10761,1,1,590,0,1,0,1,1
azagoruyko,skeleposer,azagoruyko/skeleposer,https://github.com/azagoruyko/skeleposer,Python,29,5,0,515,1,0,1587,0,1,0,0,0
qgisred,QGISRed,qgisred/QGISRed,https://github.com/qgisred/QGISRed,Python,35,10,53,62790,1,0,2627,0,1,0,0,1
python-morgan,morgan,python-morgan/morgan,https://github.com/python-morgan/morgan,Python,121,15,15,140,0,0,1423,0,1,0,1,1
jexchan,dailyup-second-brain-starter,jexchan/dailyup-second-brain-starter,https://github.com/jexchan/dailyup-second-brain-starter,Python,28,10,0,289,1,0,90,0,1,0,0,0
ogx-ai,ogx,ogx-ai/ogx,https://github.com/ogx-ai/ogx,Python,8419,1329,140,77449,0,0,757,0,1,0,1,1
xorq-labs,xorq,xorq-labs/xorq,https://github.com/xorq-labs/xorq,Python,538,33,160,47640,0,1,1031,0,1,0,1,0
langchain-ai,langchain,langchain-ai/langchain,https://github.com/langchain-ai/langchain,Python,142416,23700,450,588357,0,0,1375,0,1,0,1,0
tractometry,pyAFQ,tractometry/pyAFQ,https://github.com/tractometry/pyAFQ,Python,21,9,20,497153,1,1,706,0,1,0,1,1
cubeplexai,cubepi,cubeplexai/cubepi,https://github.com/cubeplexai/cubepi,Python,30,6,1,4838,1,0,75,0,1,0,1,1
SukiYume,DRAFTS,SukiYume/DRAFTS,https://github.com/SukiYume/DRAFTS,Python,23,1,0,8984,1,0,1108,0,1,0,0,0
Snailflyer,faryo,Snailflyer/faryo,https://github.com/Snailflyer/faryo,Python,19,2,0,1890,0,0,68,2,1,0,1,0
mwojtyczka,databricks-dbt-factory,mwojtyczka/databricks-dbt-factory,https://github.com/mwojtyczka/databricks-dbt-factory,Python,23,8,5,2097,0,0,595,0,1,0,1,1
AuuCoder,gptGrok2api,AuuCoder/gptGrok2api,https://github.com/AuuCoder/gptGrok2api,Python,82,28,0,6121,0,0,8,0,1,1,1,0
xhyumiracle,tg-claude-bot,xhyumiracle/tg-claude-bot,https://github.com/xhyumiracle/tg-claude-bot,Python,11,0,0,832,1,0,1,0,1,0,0,0
griptape-ai,griptape-nodes-engine,griptape-ai/griptape-nodes-engine,https://github.com/griptape-ai/griptape-nodes-engine,Python,81,12,692,103200,1,0,488,0,1,1,1,1
docling-project,docling,docling-project/docling,https://github.com/docling-project/docling,Python,63672,4512,936,337390,0,1,744,0,1,1,1,1
imran31415,kube-coder,imran31415/kube-coder,https://github.com/imran31415/kube-coder,Python,298,22,32,38293,0,0,338,0,1,0,1,0
apache,tooling-trusted-releases,apache/tooling-trusted-releases,https://github.com/apache/tooling-trusted-releases,Python,28,24,84,18801,0,0,527,0,1,1,1,1
diningphil,mlwiz,diningphil/mlwiz,https://github.com/diningphil/mlwiz,Python,15,0,4,14295,0,0,739,0,1,0,1,1
andrewyng,openworker,andrewyng/openworker,https://github.com/andrewyng/openworker,Python,13,2,1,2328,0,0,3,0,1,0,1,1
YanMing-lxb,PyTeXMK,YanMing-lxb/PyTeXMK,https://github.com/YanMing-lxb/PyTeXMK,Python,19,0,1,2336,1,0,876,0,1,0,1,1
avocado-framework,avocado-vt,avocado-framework/avocado-vt,https://github.com/avocado-framework/avocado-vt,Python,96,269,212,40925,1,0,4075,0,1,0,1,0
quodeq,quodeq,quodeq/quodeq,https://github.com/quodeq/quodeq,Python,23,1,0,16114,1,1,147,0,1,0,1,1
gbtami,pychess-variants,gbtami/pychess-variants,https://github.com/gbtami/pychess-variants,Python,298,138,86,152931,1,0,2642,0,1,1,1,1
hugohe3,ppt-master,hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,Python,40742,3387,3,788391,1,1,225,0,1,0,1,0
data-liberation-project,aphis-inspection-reports,data-liberation-project/aphis-inspection-reports,https://github.com/data-liberation-project/aphis-inspection-reports,Python,18,6,8,7222049,0,1,1316,0,1,0,1,1
PeopleForBikes,brokenspoke-analyzer,PeopleForBikes/brokenspoke-analyzer,https://github.com/PeopleForBikes/brokenspoke-analyzer,Python,13,8,19,11844,1,1,1460,0,1,1,1,1
credativ,credativ-pg-migrator,credativ/credativ-pg-migrator,https://github.com/credativ/credativ-pg-migrator,Python,14,0,8,4464,1,0,416,0,1,0,0,0
yeasy,blockchain_guide,yeasy/blockchain_guide,https://github.com/yeasy/blockchain_guide,Python,7072,1947,1,42943,1,1,3697,0,1,0,1,1
NYCPlanning,data-engineering,NYCPlanning/data-engineering,https://github.com/NYCPlanning/data-engineering,Python,42,3,162,187390,1,1,1147,0,1,0,1,0
ARM-DOE,ACT,ARM-DOE/ACT,https://github.com/ARM-DOE/ACT,Python,189,43,16,369121,1,1,2690,0,1,0,1,1
Jonty,uk_petitions_data,Jonty/uk_petitions_data,https://github.com/Jonty/uk_petitions_data,Python,16,3,0,8144797,1,0,3482,0,1,0,1,0
HKUDS,DeepTutor,HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,Python,29313,3856,61,218687,0,1,206,0,1,1,1,1
smiRaphi,UniPyX,smiRaphi/UniPyX,https://github.com/smiRaphi/UniPyX,Python,20,3,5,90784,0,0,382,0,1,0,0,0
ungoogled-software,ungoogled-chromium,ungoogled-software/ungoogled-chromium,https://github.com/ungoogled-software/ungoogled-chromium,Python,27209,1227,176,17958,1,0,4058,0,1,0,1,0
ori-platform,ori-runtime,ori-platform/ori-runtime,https://github.com/ori-platform/ori-runtime,Python,16,4,4,2019,0,0,117,0,1,0,1,1
ibuilder,massing,ibuilder/massing,https://github.com/ibuilder/massing,Python,114,56,23,18609,0,1,38,0,1,1,1,0
lanl,BEE,lanl/BEE,https://github.com/lanl/BEE,Python,22,6,178,64304,1,1,3026,0,1,0,1,1
mozilla-services,merino-py,mozilla-services/merino-py,https://github.com/mozilla-services/merino-py,Python,18,19,14,24415,1,1,1476,0,1,0,1,1
yeasy,openclaw_guide,yeasy/openclaw_guide,https://github.com/yeasy/openclaw_guide,Python,182,34,1,2390,1,0,152,0,1,0,1,1
kvcache-ai,ktransformers,kvcache-ai/ktransformers,https://github.com/kvcache-ai/ktransformers,Python,18939,1480,468,64393,0,1,727,0,1,0,1,0
electrolux-oss,infrakitchen,electrolux-oss/infrakitchen,https://github.com/electrolux-oss/infrakitchen,Python,115,11,8,8162,1,1,401,0,1,0,1,0
T3stAcc,V2Ray,T3stAcc/V2Ray,https://github.com/T3stAcc/V2Ray,Python,19,1,0,947792,1,0,412,0,1,0,1,0
